ITEM,HS CODE,GOODS DESCRIPTION 
1673,48062000,"Greaseproof papers, in rolls or sheets"
1674,48063000,"Tracing papers, in rolls or sheets"
1675,48064000,"Glassine and other glazed transparent or translucent papers, nes"
1676,48070010,"Composite paper...,etc,laminated with bitumen,tar/asphalt in rolls or sheets"
1677,48070020,"Wrapping paper (incl..bag papers) weighing less than 225g/m² excl printed,ruled/lithogra"
1678,48070090,Composite paper & paperboard not coated/impregnated n.e.s
1679,48081090,"Other corrugated paper & paperboard,whether or not perforated"
1680,48084090,Other paper and paperboard rolls
1681,48089010,Corrugated wrapping & bag paper in rolls/sheets;>=28g/m2 but =<225g/m2
1682,48089099,"Other paper & paperboard, corrugated, creped, etc, in rolls or sheets"
1683,48092000,"Self-copy paper, in rolls or sheets"
1684,48099091,Heat transfer paper
1685,48099099,"Other carbon,selfcopy or transfer paper, printed or not,in rolls or sheets"
1686,48101310,"Printing paper..,ruled,lined/squared in rolls"
1687,48101390,"Other paper and paperboard coated with kaolin for writing, in rolls"
1688,48101490,"Other paper and paperboard, coated, for writing, sheets < 435*297 mm"
1689,48101910,"Other paper excl printed,ruled,litho..,gummed/waxed sides less than 440*380mm &=<220g/m2"
1690,48101990,"Other paper and paperboard, coated, for writing, not in roll/sheets"
1691,48102910,"Other printing,writing or graphic paper ,in orig. mill wrappers..=<220G/m²"
1692,48102990,"Other light-weight coated paper for writing,printing or graphics"
1693,48103100,"Kraft paper..., bleached, >95% chemical fibres, =<150g/m², coated..."
1694,48103200,"Kraft paper..., bleached, >95% chemical fibres, >150g/m², coated..."
1695,48103900,"Kraft paper and paperboard, coated..., nes"
1696,48109290,Other multi-ply paper & paperboard
1697,48109910,Other paper and paperboard in original mill wrappers >440x380mm weighing =<220g/m²
1698,48109990,Other paper and paperboard coated with kaolin. nes
1699,48111000,"Tarred, bituminized or asphalted paper and paperboard"
1700,48114110,Self adhesive paper reels
1701,48114190,"Other self adhesive paper and paperboard, in rolls or sheets"
1702,48114900,Gummed or adhesive (other than self adhesive) paper and paperboard
1703,48115110,"Wrapping paper coated, impregnated with plastic,bleached , > 150g/m² and =< 220g/m²"
1704,48115190,"Other bleached paper and paperboard, coated...., weighing > 150g/m²"
1705,48115900,"Paper and paperboard coated with plastic,nes....."
1706,48116000,"Paper and paperboard coated... with wax, paraffin wax... oil or glycerol"
1707,48119020,Paper foil for use in manufacture of furniture
1708,48119090,"Other paper,p/board,cellulose wadding & webs of cellulose fibres"
1709,48120000,"Filter blocks, slabs and plates, of paper pulp"
1710,48131000,Cigarette paper in the form of booklets or tubes
1711,48132000,Cigarette paper in rolls of a width =<5cm
1712,48139000,"Cigarette paper, nes"
1713,48142000,"Wallpaper, etc, of paper coated with a... layer of plastics"
1714,48149000,"Wallpaper and other wall coverings; window transparencies of paper, nes"
1715,48162000,Self-copy paper
1716,48169000,"Copying or transfer paper, nes; offset plates, of paper"
1717,48171000,Envelopes of paper or paperboard
1718,48172000,"Letter cards, plain postcards and correspondance cards of paper..."
1719,48173000,"Boxes, etc, of paper or paperboard containing paper stationery"
1720,48181000,Toilet paper
1721,48182000,Handkerchiefs and cleansing or facial tissues of paper...
1722,48183000,Tablecloths and serviettes of paper
1723,48185000,"Articles of apparel and clothing of paper, cellulose wadding..."
1724,48189000,"Household, sanitary or hospital articles of paper..., etc, nes"
1725,48191000,"Cartons, boxes and cases, of corrugated paper or paperboard"
1726,48192000,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard"
1727,48193000,"Sacks and bags, having a base of a width of >=40cm of paper, paperboard"
1728,48194000,"Sacks and bags, including cones of paper, paperboard, nes"
1729,48195000,"Packing containers, including record sleeves, of paper..., nes"
1730,48201000,"Registers, account books,order and receipt books, of paper, paperboard"
1731,48202000,Exercise-books
1732,48203000,Binders (other than book covers) folders & file covers of paper/paperboard
1733,48204000,Manifold business forms and interleaved carbon sets
1734,48205000,Albums for samples or for collections of paper or paperboard
1735,48209000,"Blotting pads, book covers and other articles of stationery of paper..."
1736,48211000,Printed paper or paperboard labels of all kinds
1737,48219010,Metalised non-conductive paper labels of paper or paperboard
1738,48219090,"Paper or paperboard labels of all kinds,printed or not, n.e.s"
1739,48221000,"Bobbins, spools..., of paper or paperboard for winding textile yarn"
1740,48229000,"Bobbins, spools,cops and similar supports of paper or paperboard, nes"
1741,48232000,"Filter paper and paperboard, cut to shape"
1742,48234000,"Rolls, sheets and dials, printed for self-recording apparatus"
1743,48236900,"Other trays,dishes, plates,cups and the like of paper or paperboard excl of bamboo"
1744,48237010,Moulded or pressed articles of paper pulp being egg packaging
1745,48237090,Other moulded or pressed articles of paper pulp
1746,48239010,"Cards, punched, for punched card machines,includin strips,articls of cellulos waddin etc"
1747,48239040,Paper prepared for use on typesetting machines
1748,48239050,"Unperforated paper, in rolls, of a type used on calculating machines"
1749,48239060,"Wrappers, weighing less than 28 g/m²"
1750,48239070,"Other paper and paperboard, printed, embossed or perforated"
1751,48239090,"Other paper,p/board...cut to size/shape;other articles of paper pulp,etc"
1752,49011000,"Printed bks,brochures,leaflets in single sheets whether or not folded"
1753,49019100,Dictionaries and encyclopaedias and serial instalments thereof
1754,49019900,Other printed matter
1755,49021000,"Newspapers,periodicals and journals appearing at least four times a week"
1756,49029010,Other newspapers
1757,49029090,Other journals and periodicals
1758,49030000,"Children's picture, drawing or colouring books"
1759,49040000,"Music,printed or in manuscript, whether or not bound or illustrated"
1760,49051000,Globes
1761,49059100,Maps and hydrographic or similar charts of all kinds in book form. incl atlases
1762,49059900,"Other wall maps, topographical plans printed"
1763,49060000,Plans... for architectural... purposes; handwitten texts; photographs of
1764,49070000,"New stamps; stamp-impressed paper; cheque forms; banknotes, Bond certificates etc"
1765,49089000,Transfers (decalcomanias) (excl. vitrifiable)
1766,49090000,"Printed or illustrated postcards; printed cards bearing greetings, etc"
1767,49100000,"Calendars of any kind, printed, including calendar blocks"
1768,49111000,"Trade advertising material, commercial catalogues and the like"
1769,49119100,"Pictures, designs and photographs"
1770,49119910,"Guide books and directories; publicity relating to fairs, travel or exhibs"
1771,49119920,Instructional charts and diagrams
1772,49119930,Tickets
1773,49119990,Other printed matter
1774,50020000,Raw silk (not thrown)
1775,50072000,"Woven fabrics of silk, containing >=85% silk or of silk waste"
1776,50079000,"Printed woven fabrics, containing <85% silk"
1777,51011900,"Greasy wool (excl. shorn), not carded or combed"
1778,51052900,Wool tops and combed wool (excl. in fragments)
1779,51062000,"Yarn of carded wool, not put up for retail sale, with <85% wool"
1780,51099000,"Yarn, with <85% wool or of fine animal hair, put up for retail sale"
1781,51130000,Woven fabrics of coarse animal hair or of horsehair
1782,52010011,"Ginned cotton in staple lengths =<25.5mm, i.c."
1783,52010019,Other ginned cotton in staple lengths >25.5mm
1784,52010099,Cotton excl ginned cotton in staple lengths >25.5mm
1785,52029900,"Cotton waste, nes"
1786,52041100,"Cotton sewing thread, with >=85% cotton, not put up for retail sale"
1787,52041900,"Cotton sewing thread, with <85% cotton, not put up for retail sale"
1788,52042000,"Cotton sewing thread, put up for retail sale"
1789,52051200,"Uncombed single cotton yarn, with >=85% cotton, nprs, >14mn but <=43mn"
1790,52051300,"Uncombed single cotton yarn, with >=85% cotton, nprs, >43mn but <=52mn"
1791,52061100,"Uncombed single cotton yarn, with <85% cotton, nprs, <=14mn"
1792,52064500,"Combed cabled cotton yarn, with <85% cotton, nprs, >80mn per single yarn"
1793,52079000,"Cotton yarn (excl. sewing), put up for retail sale, with <85% cotton"
1794,52081900,"Unbleached woven cotton fabrics, nes, with >=85% cotton=<200g/m2"
1795,52082200,"Bleached plain cotton weave, with >=85% cotton, >100g/m2=<200g/m2"
1796,52082900,"Bleached woven cotton fabrics, nes, with >=85% cotton=<200g/m2"
1797,52083300,"Dyed 3 or 4-thread twill (incl. cross twill), with >=85% cotton=<200g/m2"
1798,52083900,"Dyed woven cotton fabrics, with >=85% cotton, nes=<200g/m2"
1799,52084200,"Coloured plain cotton weave, with >=85% cotton, >100g/m2=<200g/m2"
1800,52084900,"Coloured woven cotton fabrics, with >=85% cotton, nes=<200g/m2"
1801,52085100,"Printed plain cotton weave, with >=85% cotton, =<100g/m2"
1802,52085200,"Printed plain cotton weave, with >=85% cotton, >100g/m2"
1803,52085900,"Printed woven cotton fabrics, with >=85% cotton, nes<200g/m2"
1804,52091110,"Unbleached,plain weave Canvas weighing =>340 g/m2,with >=85% cotton, >200g/m2"
1805,52091200,"Unbleached 3 or 4-thread twill (incl. cross twill), with >=85% cotton >200g/m2"
1806,52091900,"Unbleached cotton fabrics, with >=85% cotton, >200g/m2, nes"
1807,52092100,"Bleached plain cotton weave, with >=85% cotton, >200g/m2"
1808,52093200,"Dyed 3 or 4-thread twill (incl. cross twill), with >=85% cotton >200g/m2"
1809,52093900,"Dyed woven cotton fabrics, with >=85% cotton, >200g/m2, nes"
1810,52094200,"Denim, with >=85% cotton, >200g/m2"
1811,52094900,"Coloured woven cotton fabrics, with >=85% cotton, >200g/m2"
1812,52095900,"Printed woven cotton fabrics, with >=85% cotton, >200g/m2"
1813,52103900,"Dyed woven cotton fabrics, nes, with <85% cotton, =<200g/m2"
1814,52105900,"Printed woven cotton fabrics, nes, with <85% cotton, =<200g/m2"
1815,52111900,"Unbleached woven cotton fabrics, nes, with <85% cotton, >200g/m2 mixed with man-made fib"
1816,52113900,"Dyed woven cotton fabrics, nes, with <85% cotton, >200g/m2 mixed with man-made fibres"
1817,52114200,"Coloured denim, with <85% cotton, >200g/m2 mixed with man-made fibres"
1818,52114900,"Coloured woven cotton fabrics, nes, with <85% cotton, >200g/m2 mixed with man-made fibr"
1819,52115900,"Printed woven cotton fabrics, nes, with <85% cotton, >200g/m2 mixed with man-made fibres"
1820,52121100,"Unbleached woven fabrics of cotton, =<200g/m2, nes"
1821,52121300,"Dyed woven fabrics of cotton, =<200g/m2, nes"
1822,52121400,"Coloured woven fabrics of cotton, =<200g/m2, nes"
1823,52122500,"Printed woven fabrics of cotton, >200g/m2, nes"
1824,53029000,"True hemp (excl. raw), not spun; tow and waste of true hemp"
1825,53031000,"Jute,etc (excl. flax, true hemp and ramie), raw or retted"
1826,53039000,"Jute, etc (excl. flax, true hemp and ramie), nes; tow and waste..."
1827,53082000,True hemp yarn
1828,53091100,"Bleached or unbleached, woven fabrics of flax, with >=85% flax"
1829,53101000,Unbleached woven fabrics of jute or of other textile bast fibre
1830,53109000,Woven fabrics of jute or other textile bast fibres (excl. unbleached)
1831,54011010,"Sewing thread of synthetic filaments ,put up for retail sale"
1832,54011090,Other sewing thread of synthetic filament
1833,54012010,Sewing thread of artificial filaments put up for retail sale
1834,54012090,Other sewing thread of artificial filaments nes
1835,54021900,Other high tenacity yarn or other polyamides
1836,54022000,"High tenacity yarn of polyesters, not put up for retail sale"
1837,54023300,"Textured yarn of polyesters, not put up for retail sale"
1838,54023400,Synthetic filament yarn of polypropylene
1839,54023900,"Textured yarn, nes, not put up for retail sale"
1840,54024400,"Elastomeric yarn single, untwisted or with a twist<50 turns/mtre"
1841,54024700,Other yarn single untwisted or with a twist < 50turns/mtre of polyesters
1842,54024800,Other yarn single untwisted or with a twist < 50turns/mtre of polypropylene
1843,54024900,Other yarn single untwisted or with a twist < 50turns/mtre
1844,54025900,"Single synthetic yarn, nes, with >50turns/m, nprs"
1845,54026200,"Multiple or cabled yarn of polyesters, nprs"
1846,54026900,"Multiple or cabled yarn, nes, nprs"
1847,54033900,"Other single artificial yarn, nes, nprs"
1848,54041100,Synthetic monofilament of >= 67 decitex ....elastomeric monofilament
1849,54041200,Other Synthetic monofilament of >= 67 decitex .... of polypropylene
1850,54049000,Strip and the like of synthetic textile materials nes
1851,54060000,Man-made filament yarn (other than sewing thread ) put up for retail sale
1852,54071010,Canvas >=340g/sq.m.; of high tenacity yarn of nylon...or of polyesters
